partida_id,data,vencedor,mandante,visitante,clube,cartao,atleta,posicao,minuto,resultado
4607,19/04/2014,Fluminense,Fluminense,Figueirense,Figueirense,Amarelo,Paulo Roberto da Silva,,66,Derrota
4607,19/04/2014,Fluminense,Fluminense,Figueirense,Figueirense,Amarelo,Thiago Heleno,Zagueiro,44,Derrota
4608,19/04/2014,Internacional,Internacional,Vitoria,Internacional,Amarelo,Andrés D'Alessandro,Meio-campo,72,Vitória
4608,19/04/2014,Internacional,Internacional,Vitoria,Vitoria,Amarelo,Marcelo Machado dos Santos,,86,Derrota
4608,19/04/2014,Internacional,Internacional,Vitoria,Vitoria,Amarelo,Mansur,Zagueiro,10,Derrota
4608,19/04/2014,Internacional,Internacional,Vitoria,Internacional,Amarelo,Juan Silveira dos Santos,Zagueiro,20,Vitória
4608,19/04/2014,Internacional,Internacional,Vitoria,Vitoria,Amarelo,Vinícius Santos Silva,,82,Derrota
4609,19/04/2014,-,Chapecoense,Coritiba,Coritiba,Amarelo,Carlos Emiliano Pereira,Zagueiro,76,Empate
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Bahia,Amarelo,Cristian Chagas Tarouco,Zagueiro,78,Derrota
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Bahia,Amarelo,Rhayner,Atacante,41,Derrota
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Cruzeiro,Amarelo,Willian Farias,,90+1,Vitória
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Cruzeiro,Amarelo,Willian Gomes de Siqueira,Atacante,45+1,Vitória
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Bahia,Amarelo,Pará,Zagueiro,60,Derrota
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Bahia,Amarelo,Fahel,Meio-campo,39,Derrota
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Cruzeiro,Amarelo,Paulo César Tinga,Meio-campo,48,Vitória
4612,20/04/2014,Cruzeiro,Bahia,Cruzeiro,Cruzeiro,Amarelo,Nílton Ferreira Júnior,Meio-campo,22,Vitória
4611,20/04/2014,Sao Paulo,Sao Paulo,Botafogo-RJ,Botafogo-RJ,Amarelo,Marcelo Mattos,Meio-campo,67,Derrota
4611,20/04/2014,Sao Paulo,Sao Paulo,Botafogo-RJ,Sao Paulo,Amarelo,Álvaro Pereira,Zagueiro,31,Vitória
4611,20/04/2014,Sao Paulo,Sao Paulo,Botafogo-RJ,Botafogo-RJ,Amarelo,Juan Carlos Ferreyra,Atacante,30,Derrota
4610,20/04/2014,Athletico-PR,Athletico-PR,Gremio,Athletico-PR,Amarelo,Paulinho Dias,Meio-campo,38,Vitória
4610,20/04/2014,Athletico-PR,Athletico-PR,Gremio,Gremio,Amarelo,Ramiro Moschen Benetti,Meio-campo,62,Derrota
4610,20/04/2014,Athletico-PR,Athletico-PR,Gremio,Gremio,Amarelo,Edinho,Meio-campo,72,Derrota
4614,20/04/2014,-,Flamengo,Goias,Flamengo,Amarelo,Wallace Reis da Silva,Zagueiro,47,Empate
4614,20/04/2014,-,Flamengo,Goias,Flamengo,Amarelo,Léo Moura,Zagueiro,31,Empate
4614,20/04/2014,-,Flamengo,Goias,Goias,Amarelo,Thiago Henrique Mendes Ribeiro,Meio-campo,72,Empate
4614,20/04/2014,-,Flamengo,Goias,Flamengo,Amarelo,Lucas Mugni,Meio-campo,37,Empate
4614,20/04/2014,-,Flamengo,Goias,Flamengo,Amarelo,Maurício Azevedo Alves,Meio-campo,24,Empate
4614,20/04/2014,-,Flamengo,Goias,Goias,Amarelo,Tiago Real,,69,Empate
4615,20/04/2014,-,Santos,Sport,Santos,Amarelo,Jubal Rocha Mendes Júnior,,90+1,Empate
4615,20/04/2014,-,Santos,Sport,Sport,Amarelo,Luiz Antonio Linhares Garcia,Zagueiro,55,Empate
4615,20/04/2014,-,Santos,Sport,Sport,Amarelo,Neto Baiano,Atacante,75,Empate
4615,20/04/2014,-,Santos,Sport,Sport,Amarelo,Rodrigo Mancha,Meio-campo,43,Empate
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Palmeiras,Amarelo,Josimar,Meio-campo,90+1,Vitória
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Palmeiras,Amarelo,Marcelo Oliveira Ferreira,Meio-campo,26,Vitória
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Criciuma,Amarelo,Silvinho,Atacante,72,Derrota
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Criciuma,Amarelo,João Vitor Lima Gomes,Meio-campo,29,Derrota
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Palmeiras,Amarelo,Fernando Prass,Goleiro,72,Vitória
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Palmeiras,Amarelo,Jorge Valdivia,Meio-campo,22,Vitória
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Criciuma,Amarelo,Sergio Escudero,Zagueiro,56,Derrota
4616,20/04/2014,Palmeiras,Criciuma,Palmeiras,Palmeiras,Amarelo,Alan Kardec,Atacante,90+2,Vitória
4617,26/04/2014,-,Coritiba,Santos,Coritiba,Amarelo,José Gildeixon Clemente de Paiva,Meio-campo,56,Empate
4617,26/04/2014,-,Coritiba,Santos,Coritiba,Amarelo,Luccas Claro,Zagueiro,47,Empate
4617,26/04/2014,-,Coritiba,Santos,Santos,Amarelo,Alan Santos da Silva,Meio-campo,81,Empate
4617,26/04/2014,-,Coritiba,Santos,Santos,Amarelo,Neuciano Gusmão,Zagueiro,17,Empate
4617,26/04/2014,-,Coritiba,Santos,Coritiba,Amarelo,Zé Love,Atacante,52,Empate
4617,26/04/2014,-,Coritiba,Santos,Santos,Amarelo,Stéfano Yuri,,89,Empate
4617,26/04/2014,-,Coritiba,Santos,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,79,Empate
4618,26/04/2014,Fluminense,Palmeiras,Fluminense,Fluminense,Amarelo,Wagner Ferreira dos Santos,Meio-campo,73,Vitória
4618,26/04/2014,Fluminense,Palmeiras,Fluminense,Palmeiras,Amarelo,Jorge Valdivia,Meio-campo,86,Derrota
4618,26/04/2014,Fluminense,Palmeiras,Fluminense,Fluminense,Amarelo,Darío Conca,Meio-campo,64,Vitória
4620,27/04/2014,-,Vitoria,Athletico-PR,Vitoria,Amarelo,Dão,Zagueiro,73,Empate
4620,27/04/2014,-,Vitoria,Athletico-PR,Athletico-PR,Amarelo,Dráusio Luis Salla Gil,Zagueiro,10,Empate
4622,27/04/2014,-,Cruzeiro,Sao Paulo,Cruzeiro,Amarelo,Henrique Pacheco Lima,Meio-campo,70,Empate
4622,27/04/2014,-,Cruzeiro,Sao Paulo,Cruzeiro,Amarelo,Miguel Samudio,Zagueiro,90+1,Empate
4622,27/04/2014,-,Cruzeiro,Sao Paulo,Sao Paulo,Amarelo,Álvaro Pereira,Zagueiro,23,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Botafogo-RJ,Amarelo,Edílson Mendes Guimarães,,82,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Internacional,Amarelo,Otávio,,90+3,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Internacional,Amarelo,Gladestony,,66,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Botafogo-RJ,Vermelho,Lucas Rios Marques,Zagueiro,90+3,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Botafogo-RJ,Amarelo,Airton Ribeiro Santos,Meio-campo,52,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Internacional,Amarelo,Charles Aránguiz,Meio-campo,82,Empate
4619,27/04/2014,-,Botafogo-RJ,Internacional,Internacional,Amarelo,Willians Domingos Fernandes,Meio-campo,16,Empate
4621,27/04/2014,Corinthians,Corinthians,Flamengo,Flamengo,Vermelho,Léo Moura,Zagueiro,42,Derrota
4621,27/04/2014,Corinthians,Corinthians,Flamengo,Corinthians,Amarelo,Ralf de Souza Teles,Meio-campo,26,Vitória
4621,27/04/2014,Corinthians,Corinthians,Flamengo,Flamengo,Amarelo,Víctor Cáceres,Meio-campo,37,Derrota
4621,27/04/2014,Corinthians,Corinthians,Flamengo,Corinthians,Amarelo,Paolo Guerrero,Atacante,7,Vitória
4626,27/04/2014,Sport,Sport,Chapecoense,Sport,Amarelo,Danilo Barcelos,,69,Vitória
4626,27/04/2014,Sport,Sport,Chapecoense,Chapecoense,Amarelo,Rafael Lima,Zagueiro,53,Derrota
4623,27/04/2014,Bahia,Figueirense,Bahia,Figueirense,Amarelo,Marcos Assunção,Meio-campo,73,Derrota
4623,27/04/2014,Bahia,Figueirense,Bahia,Figueirense,Amarelo,Paulo Roberto da Silva,Meio-campo,35,Derrota
4623,27/04/2014,Bahia,Figueirense,Bahia,Bahia,Amarelo,Demerson Bruno Costa,Zagueiro,32,Vitória
4623,27/04/2014,Bahia,Figueirense,Bahia,Figueirense,Amarelo,Thiago Heleno,Zagueiro,70,Derrota
4623,27/04/2014,Bahia,Figueirense,Bahia,Bahia,Amarelo,Fahel,Meio-campo,66,Vitória
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Gremio,Amarelo,Rodrigo Eduardo Costa Marinho,Meio-campo,45,Vitória
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Atletico-MG,Amarelo,André Felipe Ribeiro de Souza,,90,Derrota
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Atletico-MG,Amarelo,Nicolás Otamendi,Zagueiro,41,Derrota
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Gremio,Vermelho,Bressan,Zagueiro,87,Vitória
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Gremio,Amarelo,Bressan,Zagueiro,54,Vitória
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Gremio,Amarelo,Alan Ruiz,Meio-campo,34,Vitória
4624,27/04/2014,Gremio,Gremio,Atletico-MG,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,51,Derrota
4625,27/04/2014,Goias,Goias,Criciuma,Criciuma,Amarelo,Bruno Lopes,Atacante,18,Derrota
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Athletico-PR,Vermelho,Dráusio Luis Salla Gil,Zagueiro,47,Derrota
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Athletico-PR,Amarelo,Natanael Batista Pimenta,Zagueiro,74,Derrota
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Athletico-PR,Amarelo,Cleberson Martins de Souza,Zagueiro,27,Derrota
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Cruzeiro,Amarelo,Wallace Fortuna dos Santos,Zagueiro,77,Vitória
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Athletico-PR,Amarelo,Weverton Pereira da Silva,Goleiro,60,Derrota
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Cruzeiro,Amarelo,Elierce Barbosa de Souza,Meio-campo,90+2,Vitória
4628,03/05/2014,Cruzeiro,Athletico-PR,Cruzeiro,Cruzeiro,Amarelo,Luan Michel Louzã,Atacante,71,Vitória
4627,03/05/2014,-,Santos,Gremio,Santos,Amarelo,Alan Santos da Silva,Meio-campo,26,Empate
4627,03/05/2014,-,Santos,Gremio,Gremio,Amarelo,Edinho,Meio-campo,29,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Sao Paulo,Amarelo,Luís Fabiano,Atacante,76,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Sao Paulo,Amarelo,Alexandre Pato,Atacante,23,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Coritiba,Amarelo,Luccas Claro,Zagueiro,52,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Sao Paulo,Amarelo,Antônio Carlos dos Santos Aguiar,Zagueiro,53,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Coritiba,Amarelo,Leandro Almeida,Zagueiro,58,Empate
4629,03/05/2014,-,Sao Paulo,Coritiba,Coritiba,Amarelo,Zé Love,Atacante,36,Empate
4630,03/05/2014,Vitoria,Fluminense,Vitoria,Fluminense,Amarelo,Fred,Atacante,90,Derrota
4630,03/05/2014,Vitoria,Fluminense,Vitoria,Vitoria,Amarelo,Souza,Atacante,61,Vitória
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Criciuma,Amarelo,Rodrigo Silva,,85,Vitória
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Amarelo,Rivaldo Barbosa de Souza,Zagueiro,72,Derrota
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Amarelo,Tiago Luis Volpi,Goleiro,31,Derrota
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Vermelho,Nirley da Silva Fonseca,Zagueiro,30,Derrota
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Amarelo,Thiago Heleno,Zagueiro,82,Derrota
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Amarelo,Paulo Roberto da Silva,Meio-campo,47,Derrota
4631,04/05/2014,Criciuma,Criciuma,Figueirense,Figueirense,Amarelo,Nirley da Silva Fonseca,Zagueiro,25,Derrota
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Flamengo,Amarelo,André Santos,Zagueiro,77,Vitória
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Palmeiras,Amarelo,William Mendieta,,90+2,Derrota
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Palmeiras,Amarelo,Juninho,Zagueiro,57,Derrota
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Flamengo,Amarelo,Negueba,Meio-campo,51,Vitória
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Palmeiras,Amarelo,Henrique Dourado,Atacante,90+1,Derrota
4634,04/05/2014,Flamengo,Flamengo,Palmeiras,Palmeiras,Amarelo,Josimar,Meio-campo,41,Derrota
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Bahia,Amarelo,Lincoln Cássio de Souza Soares,Meio-campo,81,Vitória
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Bahia,Amarelo,Uelliton da Silva Vieira,Meio-campo,8,Vitória
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Botafogo-RJ,Amarelo,Matheus Dória Macedo,Zagueiro,90+4,Derrota
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Botafogo-RJ,Amarelo,Gabriel Girotto Franco,Meio-campo,45,Derrota
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Bahia,Amarelo,Anderson Talisca,Atacante,12,Vitória
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Bahia,Amarelo,Marcelo Lomba,Goleiro,5,Vitória
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Botafogo-RJ,Amarelo,Edílson Mendes Guimarães,Zagueiro,56,Derrota
4633,04/05/2014,Bahia,Bahia,Botafogo-RJ,Botafogo-RJ,Amarelo,Júnior César,Zagueiro,13,Derrota
4632,04/05/2014,Internacional,Internacional,Sport,Internacional,Amarelo,Charles Aránguiz,Meio-campo,81,Vitória
4632,04/05/2014,Internacional,Internacional,Sport,Sport,Amarelo,Ananias Elói Castro Monteiro,Atacante,48,Derrota
4632,04/05/2014,Internacional,Internacional,Sport,Internacional,Amarelo,Juan Silveira dos Santos,Zagueiro,57,Vitória
4632,04/05/2014,Internacional,Internacional,Sport,Sport,Amarelo,Luiz Antonio Linhares Garcia,Zagueiro,37,Derrota
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Chapecoense,Amarelo,Rafael Lima,Zagueiro,80,Derrota
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Chapecoense,Amarelo,André Luiz Paulino de Souza Motta,Zagueiro,19,Derrota
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Corinthians,Amarelo,Guilherme dos Santos Torres,Meio-campo,25,Vitória
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Chapecoense,Amarelo,Neuton,Zagueiro,23,Derrota
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Corinthians,Amarelo,Fagner,Zagueiro,43,Vitória
4635,04/05/2014,Corinthians,Chapecoense,Corinthians,Corinthians,Amarelo,Romarinho,Atacante,15,Vitória
4636,04/05/2014,Goias,Atletico-MG,Goias,Atletico-MG,Amarelo,Victor,Goleiro,90+2,Derrota
4636,04/05/2014,Goias,Atletico-MG,Goias,Goias,Amarelo,Tiago Real,Meio-campo,90+3,Vitória
4636,04/05/2014,Goias,Atletico-MG,Goias,Atletico-MG,Amarelo,Claudinei Junio de Souza,Meio-campo,67,Derrota
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Palmeiras,Amarelo,Jorge Valdivia,Meio-campo,87,Vitória
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Palmeiras,Amarelo,Wesley Lopes Beltrame,Meio-campo,30,Vitória
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Goias,Amarelo,Jackson de Souza,Zagueiro,73,Derrota
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Goias,Amarelo,Alex Alves Cardoso,Zagueiro,34,Derrota
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Palmeiras,Amarelo,Henrique Dourado,Atacante,88,Vitória
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Palmeiras,Amarelo,Fábio Szymonek,Goleiro,45+2,Vitória
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Palmeiras,Amarelo,Lucimar da Silva Ferreira,Zagueiro,28,Vitória
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Goias,Amarelo,Edson Pereira Lisboa,,69,Derrota
4638,10/05/2014,Palmeiras,Palmeiras,Goias,Goias,Amarelo,Willian José de Souza,Meio-campo,15,Derrota
4637,10/05/2014,Internacional,Internacional,Athletico-PR,Internacional,Amarelo,Willians Domingos Fernandes,Meio-campo,57,Vitória
4637,10/05/2014,Internacional,Internacional,Athletico-PR,Athletico-PR,Amarelo,Deivid Willian da Silva,Meio-campo,63,Derrota
4637,10/05/2014,Internacional,Internacional,Athletico-PR,Internacional,Amarelo,Charles Aránguiz,Meio-campo,71,Vitória
4637,10/05/2014,Internacional,Internacional,Athletico-PR,Internacional,Amarelo,Alex Raphael Meschini,Meio-campo,30,Vitória
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Botafogo-RJ,Amarelo,Matheus Dória Macedo,Zagueiro,68,Vitória
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Criciuma,Amarelo,Bruno Lopes,,69,Derrota
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Criciuma,Amarelo,Fábio Ferreira,Zagueiro,36,Derrota
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Criciuma,Amarelo,Rodrigo Souza,Meio-campo,85,Derrota
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Criciuma,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,47,Derrota
4639,10/05/2014,Botafogo-RJ,Botafogo-RJ,Criciuma,Criciuma,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,27,Derrota
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Cruzeiro,Vermelho,Marcelo Moreno,Atacante,90+5,Derrota
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Atletico-MG,Amarelo,Alex da Silva,Zagueiro,90+3,Vitória
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,51,Vitória
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Atletico-MG,Amarelo,André Felipe Ribeiro de Souza,Atacante,21,Vitória
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Cruzeiro,Amarelo,Jonathan Marlone,Meio-campo,40,Derrota
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Cruzeiro,Vermelho,Luan Michel Louzã,Atacante,75,Derrota
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Atletico-MG,Amarelo,Leandro Donizete,Meio-campo,51,Vitória
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Atletico-MG,Amarelo,Victor,Goleiro,50,Vitória
4642,11/05/2014,Atletico-MG,Atletico-MG,Cruzeiro,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,Zagueiro,70,Derrota
4640,11/05/2014,Gremio,Chapecoense,Gremio,Chapecoense,Amarelo,Rafael Lima,Zagueiro,79,Derrota
4640,11/05/2014,Gremio,Chapecoense,Gremio,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,,77,Vitória
4640,11/05/2014,Gremio,Chapecoense,Gremio,Gremio,Amarelo,Edinho,Meio-campo,58,Vitória
4640,11/05/2014,Gremio,Chapecoense,Gremio,Chapecoense,Amarelo,André Luiz Paulino de Souza Motta,Zagueiro,32,Derrota
4640,11/05/2014,Gremio,Chapecoense,Gremio,Gremio,Amarelo,Hernán Barcos,Atacante,66,Vitória
4640,11/05/2014,Gremio,Chapecoense,Gremio,Gremio,Amarelo,Eduardo Pereira Rodrigues,Atacante,46,Vitória
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Fluminense,Amarelo,Francisco Souza dos Santos,,88,Vitória
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Flamengo,Amarelo,Lucas Mugni,Meio-campo,38,Derrota
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Flamengo,Amarelo,Paulinho,Atacante,10,Derrota
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Fluminense,Amarelo,Carlos Andrade Souza,Zagueiro,18,Vitória
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Flamengo,Amarelo,André Santos,Zagueiro,16,Derrota
4641,11/05/2014,Fluminense,Fluminense,Flamengo,Flamengo,Amarelo,Víctor Cáceres,Meio-campo,8,Derrota
4643,11/05/2014,-,Sao Paulo,Corinthians,Sao Paulo,Amarelo,Luis Ricardo,Zagueiro,83,Empate
4643,11/05/2014,-,Sao Paulo,Corinthians,Corinthians,Amarelo,Luciano da Rocha Neves,,70,Empate
4643,11/05/2014,-,Sao Paulo,Corinthians,Sao Paulo,Amarelo,Maicon,Meio-campo,90+2,Empate
4643,11/05/2014,-,Sao Paulo,Corinthians,Sao Paulo,Amarelo,Álvaro Pereira,Zagueiro,29,Empate
4643,11/05/2014,-,Sao Paulo,Corinthians,Corinthians,Amarelo,Petros,Meio-campo,29,Empate
4644,11/05/2014,Santos,Figueirense,Santos,Figueirense,Vermelho,Raúl Silva,Zagueiro,67,Derrota
4644,11/05/2014,Santos,Figueirense,Santos,Figueirense,Amarelo,Luan José Niedzielski,Meio-campo,56,Derrota
4644,11/05/2014,Santos,Figueirense,Santos,Santos,Amarelo,Neuciano Gusmão,Zagueiro,89,Vitória
4644,11/05/2014,Santos,Figueirense,Santos,Santos,Vermelho,Neuciano Gusmão,Zagueiro,89,Vitória
4644,11/05/2014,Santos,Figueirense,Santos,Figueirense,Amarelo,Rogisvaldo João dos Santos,Meio-campo,52,Derrota
4645,11/05/2014,Sport,Coritiba,Sport,Coritiba,Amarelo,Luis Francisco Grando,Meio-campo,42,Derrota
4645,11/05/2014,Sport,Coritiba,Sport,Sport,Amarelo,Leonardo Gonçalves Silva,Atacante,39,Vitória
4645,11/05/2014,Sport,Coritiba,Sport,Coritiba,Amarelo,Leandro Almeida,Zagueiro,86,Derrota
4645,11/05/2014,Sport,Coritiba,Sport,Coritiba,Amarelo,Carlos Emiliano Pereira,Zagueiro,20,Derrota
4646,11/05/2014,-,Bahia,Vitoria,Bahia,Vermelho,Uelliton da Silva Vieira,Meio-campo,75,Empate
4646,11/05/2014,-,Bahia,Vitoria,Bahia,Amarelo,Roniery,Zagueiro,55,Empate
4646,11/05/2014,-,Bahia,Vitoria,Vitoria,Amarelo,Souza,Atacante,45+2,Empate
4646,11/05/2014,-,Bahia,Vitoria,Vitoria,Amarelo,José Welison,Meio-campo,42,Empate
4646,11/05/2014,-,Bahia,Vitoria,Vitoria,Vermelho,Souza,Atacante,75,Empate
4646,11/05/2014,-,Bahia,Vitoria,Bahia,Amarelo,Pará,Zagueiro,90+2,Empate
4646,11/05/2014,-,Bahia,Vitoria,Bahia,Amarelo,Demerson Bruno Costa,Zagueiro,45+1,Empate
4646,11/05/2014,-,Bahia,Vitoria,Vitoria,Amarelo,Neto Coruja,Meio-campo,45,Empate
4647,14/05/2014,Goias,Goias,Botafogo-RJ,Goias,Amarelo,Willian José de Souza,Meio-campo,81,Vitória
4647,14/05/2014,Goias,Goias,Botafogo-RJ,Goias,Amarelo,Esquerdinha,Meio-campo,89,Vitória
4647,14/05/2014,Goias,Goias,Botafogo-RJ,Goias,Amarelo,Alex Alves Cardoso,Zagueiro,78,Vitória
4648,17/05/2014,Cruzeiro,Cruzeiro,Coritiba,Cruzeiro,Amarelo,Éverton Ribeiro,Meio-campo,90,Vitória
4648,17/05/2014,Cruzeiro,Cruzeiro,Coritiba,Coritiba,Amarelo,Luccas Claro,Zagueiro,49,Derrota
4648,17/05/2014,Cruzeiro,Cruzeiro,Coritiba,Cruzeiro,Amarelo,Dagoberto Pelentier,Atacante,73,Vitória
4651,18/05/2014,Sao Paulo,Flamengo,Sao Paulo,Sao Paulo,Amarelo,Maicon,Meio-campo,21,Vitória
4651,18/05/2014,Sao Paulo,Flamengo,Sao Paulo,Flamengo,Amarelo,Léo Moura,Zagueiro,19,Derrota
4649,18/05/2014,Gremio,Gremio,Fluminense,Fluminense,Vermelho,Fred,Atacante,69,Derrota
4649,18/05/2014,Gremio,Gremio,Fluminense,Gremio,Amarelo,Alan Ruiz,Meio-campo,68,Vitória
4649,18/05/2014,Gremio,Gremio,Fluminense,Fluminense,Amarelo,Elivélton,Zagueiro,81,Derrota
4649,18/05/2014,Gremio,Gremio,Fluminense,Gremio,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,68,Vitória
4649,18/05/2014,Gremio,Gremio,Fluminense,Gremio,Amarelo,Ramiro Moschen Benetti,Meio-campo,41,Vitória
4649,18/05/2014,Gremio,Gremio,Fluminense,Fluminense,Amarelo,Fred,Atacante,68,Derrota
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Corinthians,Amarelo,Cleber Reis,Zagueiro,80,Derrota
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Corinthians,Amarelo,Jadson,Meio-campo,43,Derrota
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Figueirense,Amarelo,Ricardo Bueno,Atacante,79,Vitória
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Figueirense,Amarelo,Leandro Silva,Zagueiro,24,Vitória
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Corinthians,Amarelo,Romarinho,,59,Derrota
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Corinthians,Amarelo,Guilherme dos Santos Torres,Meio-campo,35,Derrota
4650,18/05/2014,Figueirense,Corinthians,Figueirense,Figueirense,Amarelo,Éverton Santos,Atacante,71,Vitória
4652,18/05/2014,-,Athletico-PR,Chapecoense,Athletico-PR,Amarelo,Marcos Guilherme,Meio-campo,15,Empate
4652,18/05/2014,-,Athletico-PR,Chapecoense,Chapecoense,Amarelo,Bruno César Pereira da Silva,Meio-campo,16,Empate
4652,18/05/2014,-,Athletico-PR,Chapecoense,Athletico-PR,Amarelo,Marcelo Cirino da Silva,Atacante,78,Empate
4652,18/05/2014,-,Athletico-PR,Chapecoense,Chapecoense,Amarelo,Fabiano,Zagueiro,63,Empate
4654,18/05/2014,-,Criciuma,Internacional,Criciuma,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,32,Empate
