partida_id,data,vencedor,mandante,visitante,clube,cartao,atleta,posicao,minuto,resultado
6960,02/09/2020,-,Athletico-PR,Bragantino,Athletico-PR,Amarelo,Wellington Aparecido Martins,Meio-campo,56,Empate
6960,02/09/2020,-,Athletico-PR,Bragantino,Bragantino,Amarelo,Claudinho,Meio-campo,80,Empate
6960,02/09/2020,-,Athletico-PR,Bragantino,Athletico-PR,Amarelo,Khellven Douglas Silva Oliveira,Zagueiro,90+2,Empate
6960,02/09/2020,-,Athletico-PR,Bragantino,Bragantino,Amarelo,Bruno Tubarão,Meio-campo,90+1,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,41,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Palmeiras,Amarelo,José Rafael Vivian,Meio-campo,28,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Internacional,Amarelo,Víctor Cuesta,Zagueiro,78,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Internacional,Amarelo,Bruno Praxedes,Meio-campo,45+1,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Palmeiras,Amarelo,Luan Garcia Teixeira,Zagueiro,39,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Internacional,Amarelo,Matheus Jussa,Zagueiro,83,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Internacional,Amarelo,Gustavo Nonato Santana,Meio-campo,68,Empate
6962,02/09/2020,-,Palmeiras,Internacional,Internacional,Amarelo,Rodrigo Moledo,Zagueiro,24,Empate
6963,02/09/2020,-,Santos,Vasco,Santos,Amarelo,Diego Pituca,Meio-campo,86,Empate
6963,02/09/2020,-,Santos,Vasco,Vasco,Amarelo,Guilherme Parede,Atacante,90+5,Empate
6963,02/09/2020,-,Santos,Vasco,Vasco,Amarelo,Miranda,Zagueiro,58,Empate
6963,02/09/2020,-,Santos,Vasco,Santos,Amarelo,Jobson Souza Santos,Meio-campo,27,Empate
6963,02/09/2020,-,Santos,Vasco,Vasco,Amarelo,Henrique Silva Milagres,Zagueiro,90+2,Empate
6964,03/09/2020,Sport,Gremio,Sport,Sport,Amarelo,Betinho,Meio-campo,90+7,Vitória
6964,03/09/2020,Sport,Gremio,Sport,Sport,Amarelo,Luan Polli,Goleiro,83,Vitória
6964,03/09/2020,Sport,Gremio,Sport,Sport,Amarelo,Luciano Juba,Zagueiro,45+1,Vitória
6964,03/09/2020,Sport,Gremio,Sport,Gremio,Amarelo,Lucas Silva Borges,Meio-campo,10,Derrota
6964,03/09/2020,Sport,Gremio,Sport,Sport,Amarelo,Leandro Barcia Montero,Atacante,90,Vitória
6964,03/09/2020,Sport,Gremio,Sport,Sport,Amarelo,Ronaldo,Meio-campo,47,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Ceara,Vermelho,Samuel Xavier,Zagueiro,83,Derrota
6968,05/09/2020,Santos,Ceara,Santos,Santos,Vermelho,Luan Peres Petroni,Zagueiro,81,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Ceara,Amarelo,Bruno Pacheco,Zagueiro,50,Derrota
6968,05/09/2020,Santos,Ceara,Santos,Santos,Amarelo,Lucas Braga Ribeiro,Meio-campo,67,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Santos,Amarelo,Felipe Jonatan,Zagueiro,43,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Ceara,Vermelho,Bruno Pacheco,Zagueiro,90+1,Derrota
6968,05/09/2020,Santos,Ceara,Santos,Santos,Vermelho,Alison Lopes Ferreira,Meio-campo,90+3,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Ceara,Amarelo,Leandro Carvalho,Meio-campo,51,Derrota
6968,05/09/2020,Santos,Ceara,Santos,Ceara,Amarelo,Luiz Otávio,Zagueiro,45,Derrota
6968,05/09/2020,Santos,Ceara,Santos,Santos,Amarelo,Kaio Jorge,Atacante,62,Vitória
6968,05/09/2020,Santos,Ceara,Santos,Santos,Amarelo,Lucas Veríssimo,Zagueiro,33,Vitória
6966,05/09/2020,Flamengo,Flamengo,Fortaleza,Fortaleza,Amarelo,Carlos Emiliano Pereira,Zagueiro,62,Derrota
6966,05/09/2020,Flamengo,Flamengo,Fortaleza,Flamengo,Amarelo,Éverton Ribeiro,Meio-campo,2,Vitória
6967,05/09/2020,-,Corinthians,Botafogo-RJ,Corinthians,Amarelo,Ángelo Araos,Meio-campo,41,Empate
6967,05/09/2020,-,Corinthians,Botafogo-RJ,Botafogo-RJ,Amarelo,Marcelo da Conceição Benevenuto Malaquias,Zagueiro,10,Empate
6967,05/09/2020,-,Corinthians,Botafogo-RJ,Corinthians,Amarelo,Mateus Vital,Meio-campo,71,Empate
6967,05/09/2020,-,Corinthians,Botafogo-RJ,Corinthians,Amarelo,Víctor Cantillo,Meio-campo,20,Empate
6969,06/09/2020,Palmeiras,Bragantino,Palmeiras,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,Zagueiro,90+7,Vitória
6969,06/09/2020,Palmeiras,Bragantino,Palmeiras,Bragantino,Amarelo,Ricardo Ryller,Meio-campo,22,Derrota
6969,06/09/2020,Palmeiras,Bragantino,Palmeiras,Bragantino,Vermelho,Morato,Atacante,90+9,Derrota
6969,06/09/2020,Palmeiras,Bragantino,Palmeiras,Palmeiras,Amarelo,Gustavo Gómez,Zagueiro,30,Vitória
6969,06/09/2020,Palmeiras,Bragantino,Palmeiras,Palmeiras,Amarelo,Danilo dos Santos de Oliveira,Meio-campo,90+7,Vitória
6970,06/09/2020,-,Internacional,Bahia,Internacional,Amarelo,Rodinei de Almeida,Zagueiro,82,Empate
6970,06/09/2020,-,Internacional,Bahia,Bahia,Amarelo,Gregore,Meio-campo,64,Empate
6970,06/09/2020,-,Internacional,Bahia,Bahia,Amarelo,Nino Paraíba,Zagueiro,10,Empate
6970,06/09/2020,-,Internacional,Bahia,Internacional,Amarelo,Zé Gabriel,Zagueiro,69,Empate
6970,06/09/2020,-,Internacional,Bahia,Bahia,Amarelo,Ronaldo da Silva Souza,Meio-campo,58,Empate
6971,06/09/2020,Sao Paulo,Sao Paulo,Fluminense,Sao Paulo,Amarelo,Brenner,Atacante,90+1,Vitória
6971,06/09/2020,Sao Paulo,Sao Paulo,Fluminense,Sao Paulo,Amarelo,Luan Vinícius da Silva Santos,Meio-campo,90+3,Vitória
6971,06/09/2020,Sao Paulo,Sao Paulo,Fluminense,Sao Paulo,Amarelo,Igor Vinícius,Zagueiro,29,Vitória
6972,06/09/2020,Vasco,Vasco,Athletico-PR,Vasco,Amarelo,Neto Borges,Zagueiro,4,Vitória
6972,06/09/2020,Vasco,Vasco,Athletico-PR,Athletico-PR,Amarelo,Geuvânio,Meio-campo,89,Derrota
6973,06/09/2020,-,Atletico-GO,Gremio,Gremio,Vermelho,Pedro Geromel,Zagueiro,90+4,Empate
6973,06/09/2020,-,Atletico-GO,Gremio,Atletico-GO,Amarelo,Gustavo Ferrareis,Meio-campo,71,Empate
6973,06/09/2020,-,Atletico-GO,Gremio,Gremio,Amarelo,Walter Kannemann,Zagueiro,39,Empate
6973,06/09/2020,-,Atletico-GO,Gremio,Gremio,Amarelo,Diego Souza,Atacante,67,Empate
6973,06/09/2020,-,Atletico-GO,Gremio,Gremio,Amarelo,Pedro Geromel,Zagueiro,20,Empate
6974,06/09/2020,Sport,Sport,Goias,Sport,Amarelo,Marquinhos,Meio-campo,18,Vitória
6975,06/09/2020,Atletico-MG,Coritiba,Atletico-MG,Atletico-MG,Amarelo,Jefferson Savarino,Meio-campo,85,Vitória
6975,06/09/2020,Atletico-MG,Coritiba,Atletico-MG,Atletico-MG,Amarelo,Jair Rodrigues Júnior,Meio-campo,37,Vitória
6975,06/09/2020,Atletico-MG,Coritiba,Atletico-MG,Coritiba,Amarelo,Robson Fernandes,Meio-campo,90+5,Derrota
6975,06/09/2020,Atletico-MG,Coritiba,Atletico-MG,Atletico-MG,Amarelo,Junior Alonso,Zagueiro,78,Vitória
6976,09/09/2020,-,Athletico-PR,Botafogo-RJ,Athletico-PR,Amarelo,Lucho González,Meio-campo,9,Empate
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Fortaleza,Amarelo,Ronald,Meio-campo,84,Vitória
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Fortaleza,Amarelo,Juan Quintero Fletcher,Zagueiro,64,Vitória
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Fortaleza,Amarelo,Romarinho,Meio-campo,56,Vitória
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Fortaleza,Amarelo,David Corrêa da Fonseca,Meio-campo,67,Vitória
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Fortaleza,Amarelo,Felipe,Meio-campo,61,Vitória
6977,09/09/2020,Fortaleza,Fortaleza,Sport,Sport,Amarelo,Betinho,Meio-campo,56,Derrota
6978,09/09/2020,-,Goias,Coritiba,Coritiba,Vermelho,Rodolfo,Zagueiro,45+3,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Amarelo,Rafael Vaz,Zagueiro,90+3,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Amarelo,Victor Andrade,Atacante,65,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Amarelo,Mike dos Santos Nenatarvicius,Atacante,40,Empate
6978,09/09/2020,-,Goias,Coritiba,Coritiba,Amarelo,Hugo Moura,Meio-campo,23,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Vermelho,Rafael Vaz,Zagueiro,90+5,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Amarelo,Miguel Figueira,Meio-campo,73,Empate
6978,09/09/2020,-,Goias,Coritiba,Goias,Amarelo,Edílson Mendes Guimarães,Zagueiro,65,Empate
6978,09/09/2020,-,Goias,Coritiba,Coritiba,Amarelo,Matheus Bueno,Meio-campo,60,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Sao Paulo,Amarelo,Danilo Neves,Meio-campo,80,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Sao Paulo,Amarelo,Luciano da Rocha Neves,Meio-campo,64,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Bragantino,Amarelo,Edimar Fraga,Zagueiro,56,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Sao Paulo,Amarelo,Léo Pelé,Zagueiro,90+2,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Sao Paulo,Amarelo,Lucas Perri,Goleiro,73,Empate
6979,09/09/2020,-,Sao Paulo,Bragantino,Bragantino,Amarelo,Ricardo Ryller,Meio-campo,73,Empate
6980,09/09/2020,Flamengo,Fluminense,Flamengo,Flamengo,Amarelo,Gerson Santos da Silva,Meio-campo,45+2,Vitória
6980,09/09/2020,Flamengo,Fluminense,Flamengo,Fluminense,Amarelo,Michel Araújo,Meio-campo,45+2,Derrota
6981,09/09/2020,Santos,Santos,Atletico-MG,Atletico-MG,Amarelo,Keno,Atacante,46,Derrota
6981,09/09/2020,Santos,Santos,Atletico-MG,Atletico-MG,Vermelho,Rafael Pires Monteiro,Goleiro,16,Derrota
6981,09/09/2020,Santos,Santos,Atletico-MG,Santos,Amarelo,Felipe Jonatan,Zagueiro,51,Vitória
6981,09/09/2020,Santos,Santos,Atletico-MG,Atletico-MG,Amarelo,Jair Rodrigues Júnior,Meio-campo,24,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Corinthians,Vermelho,Danilo Avelar,Zagueiro,85,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Corinthians,Amarelo,Danilo Avelar,Zagueiro,81,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Corinthians,Amarelo,Ramiro Moschen Benetti,Meio-campo,35,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Palmeiras,Amarelo,Mayke,Zagueiro,60,Vitória
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Corinthians,Vermelho,Fagner,Zagueiro,41,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Corinthians,Amarelo,Rómulo Otero,Meio-campo,70,Derrota
6983,10/09/2020,Palmeiras,Corinthians,Palmeiras,Palmeiras,Amarelo,José Rafael Vivian,Meio-campo,80,Vitória
6982,10/09/2020,Internacional,Internacional,Ceara,Ceara,Amarelo,William,Meio-campo,66,Derrota
6982,10/09/2020,Internacional,Internacional,Ceara,Ceara,Amarelo,Alyson,Zagueiro,45+2,Derrota
6984,10/09/2020,Gremio,Bahia,Gremio,Bahia,Vermelho,Gregore,Meio-campo,78,Derrota
6984,10/09/2020,Gremio,Bahia,Gremio,Gremio,Amarelo,Vanderlei Farias da Silva,Goleiro,70,Vitória
6984,10/09/2020,Gremio,Bahia,Gremio,Gremio,Amarelo,Darlan Mendes,Meio-campo,17,Vitória
6984,10/09/2020,Gremio,Bahia,Gremio,Gremio,Vermelho,Matheus Henrique de Souza,Meio-campo,64,Vitória
6984,10/09/2020,Gremio,Bahia,Gremio,Bahia,Amarelo,Nino Paraíba,Zagueiro,26,Derrota
6984,10/09/2020,Gremio,Bahia,Gremio,Gremio,Amarelo,Matheus Henrique de Souza,Meio-campo,49,Vitória
6985,10/09/2020,Atletico-GO,Vasco,Atletico-GO,Vasco,Vermelho,Bruno Gomes,Meio-campo,90+8,Derrota
6985,10/09/2020,Atletico-GO,Vasco,Atletico-GO,Vasco,Amarelo,Talles Magno,Meio-campo,33,Derrota
6985,10/09/2020,Atletico-GO,Vasco,Atletico-GO,Vasco,Amarelo,Vinícius Paiva,Atacante,51,Derrota
6985,10/09/2020,Atletico-GO,Vasco,Atletico-GO,Atletico-GO,Amarelo,João Victor da Silva Marcelino,Zagueiro,44,Vitória
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Athletico-PR,Amarelo,Christian Roberto Alves Cardoso,Atacante,90,Vitória
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Athletico-PR,Amarelo,Wellington Aparecido Martins,Meio-campo,29,Vitória
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Coritiba,Amarelo,Igor Jesus,Atacante,3,Derrota
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Coritiba,Vermelho,Igor Jesus,Atacante,72,Derrota
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Athletico-PR,Amarelo,Geuvânio,Meio-campo,51,Vitória
6986,12/09/2020,Athletico-PR,Athletico-PR,Coritiba,Athletico-PR,Amarelo,Márcio Azevedo,Zagueiro,19,Vitória
6987,12/09/2020,-,Santos,Sao Paulo,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,48,Empate
6987,12/09/2020,-,Santos,Sao Paulo,Sao Paulo,Amarelo,Hernanes,Meio-campo,79,Empate
6987,12/09/2020,-,Santos,Sao Paulo,Santos,Amarelo,Luan Peres Petroni,Zagueiro,65,Empate
6987,12/09/2020,-,Santos,Sao Paulo,Santos,Amarelo,Yeferson Soteldo,Meio-campo,25,Empate
6987,12/09/2020,-,Santos,Sao Paulo,Sao Paulo,Amarelo,Igor Vinícius,Zagueiro,71,Empate
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Fluminense,Vermelho,Danilo Barcelos,Zagueiro,90+2,Vitória
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Fluminense,Amarelo,Nenê,Meio-campo,66,Vitória
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Corinthians,Amarelo,Guilherme Camacho,Meio-campo,66,Derrota
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Corinthians,Amarelo,Walter Leandro Capeloza Artune,Goleiro,21,Derrota
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Fluminense,Amarelo,Douglas Moreira,Meio-campo,36,Vitória
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Corinthians,Amarelo,Bruno Méndez,Zagueiro,46,Derrota
6988,13/09/2020,Fluminense,Fluminense,Corinthians,Corinthians,Amarelo,Gabriel Girotto Franco,Meio-campo,4,Derrota
6989,13/09/2020,-,Gremio,Fortaleza,Fortaleza,Vermelho,Gabriel Dias de Oliveira,Zagueiro,70,Empate
6989,13/09/2020,-,Gremio,Fortaleza,Gremio,Amarelo,Róbson Michael Signorini,Meio-campo,54,Empate
6989,13/09/2020,-,Gremio,Fortaleza,Fortaleza,Amarelo,Osvaldo Filho,Meio-campo,77,Empate
6989,13/09/2020,-,Gremio,Fortaleza,Gremio,Vermelho,Luiz Fernando Moraes dos Santos,Atacante,70,Empate
6989,13/09/2020,-,Gremio,Fortaleza,Fortaleza,Amarelo,Wanderley de Jesus Sousa,Meio-campo,85,Empate
6990,13/09/2020,Atletico-MG,Atletico-MG,Bragantino,Bragantino,Amarelo,Edimar Fraga,Zagueiro,13,Derrota
6990,13/09/2020,Atletico-MG,Atletico-MG,Bragantino,Atletico-MG,Amarelo,Guilherme Arana,Meio-campo,59,Vitória
6991,13/09/2020,Atletico-GO,Bahia,Atletico-GO,Bahia,Amarelo,Daniel Sampaio Simões,Meio-campo,82,Derrota
6991,13/09/2020,Atletico-GO,Bahia,Atletico-GO,Atletico-GO,Amarelo,João Victor da Silva Marcelino,Zagueiro,26,Vitória
6991,13/09/2020,Atletico-GO,Bahia,Atletico-GO,Bahia,Vermelho,José Carlos Ferreira Júnior,Zagueiro,90+2,Derrota
6991,13/09/2020,Atletico-GO,Bahia,Atletico-GO,Bahia,Amarelo,Rossicley Pereira da Silva,Atacante,90+1,Derrota
6991,13/09/2020,Atletico-GO,Bahia,Atletico-GO,Atletico-GO,Amarelo,Hyuri,Atacante,88,Vitória
6992,13/09/2020,Ceara,Ceara,Flamengo,Ceara,Amarelo,Ricardo Dias Acosta,Meio-campo,42,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Goias,Vermelho,Jefferson,Zagueiro,4,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Goias,Amarelo,Breno,Meio-campo,87,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Goias,Amarelo,Marcelo Rangel Rosa,Goleiro,45+2,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Internacional,Amarelo,Pedro Henrique,Zagueiro,66,Derrota
6993,13/09/2020,Goias,Goias,Internacional,Internacional,Amarelo,Víctor Cuesta,Zagueiro,45+1,Derrota
6993,13/09/2020,Goias,Goias,Internacional,Goias,Amarelo,Edílson Mendes Guimarães,Zagueiro,87,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Goias,Amarelo,Fábio Sanches,Zagueiro,25,Vitória
6993,13/09/2020,Goias,Goias,Internacional,Internacional,Amarelo,Bruno Praxedes,Meio-campo,45+2,Derrota
6994,13/09/2020,-,Palmeiras,Sport,Sport,Vermelho,Sander Henrique Bortolotto,Zagueiro,45,Empate
6994,13/09/2020,-,Palmeiras,Sport,Palmeiras,Amarelo,Ramires,Meio-campo,8,Empate
6994,13/09/2020,-,Palmeiras,Sport,Sport,Amarelo,José Rogério de Oliveira Melo,Atacante,63,Empate
6994,13/09/2020,-,Palmeiras,Sport,Palmeiras,Vermelho,José Rafael Vivian,Meio-campo,59,Empate
6994,13/09/2020,-,Palmeiras,Sport,Palmeiras,Amarelo,José Rafael Vivian,Meio-campo,54,Empate
6994,13/09/2020,-,Palmeiras,Sport,Sport,Amarelo,Marquinhos,Meio-campo,82,Empate
6994,13/09/2020,-,Palmeiras,Sport,Sport,Amarelo,Ronaldo,Meio-campo,18,Empate
6995,13/09/2020,Vasco,Botafogo-RJ,Vasco,Botafogo-RJ,Amarelo,Kevin Peterson dos Santos Silva,Meio-campo,52,Derrota
6995,13/09/2020,Vasco,Botafogo-RJ,Vasco,Vasco,Amarelo,Fellipe Bastos,Meio-campo,28,Vitória
6995,13/09/2020,Vasco,Botafogo-RJ,Vasco,Botafogo-RJ,Amarelo,Rafael Forster,Zagueiro,15,Derrota
6995,13/09/2020,Vasco,Botafogo-RJ,Vasco,Vasco,Amarelo,Martín Benítez,Meio-campo,7,Vitória
6937,16/09/2020,Corinthians,Corinthians,Bahia,Corinthians,Amarelo,Ángelo Araos,Meio-campo,13,Vitória
6937,16/09/2020,Corinthians,Corinthians,Bahia,Bahia,Amarelo,Nino Paraíba,Zagueiro,59,Derrota
6937,16/09/2020,Corinthians,Corinthians,Bahia,Corinthians,Amarelo,Xavier,Meio-campo,90+7,Vitória
6937,16/09/2020,Corinthians,Corinthians,Bahia,Corinthians,Amarelo,Fagner,Zagueiro,9,Vitória
6937,16/09/2020,Corinthians,Corinthians,Bahia,Bahia,Amarelo,Ronaldo da Silva Souza,Meio-campo,44,Derrota
6938,19/09/2020,Fortaleza,Fortaleza,Internacional,Fortaleza,Amarelo,Paulo Roberto Valoura Junior,Meio-campo,48,Vitória
6938,19/09/2020,Fortaleza,Fortaleza,Internacional,Internacional,Amarelo,Gustavo Nonato Santana,Meio-campo,72,Derrota
6938,19/09/2020,Fortaleza,Fortaleza,Internacional,Internacional,Amarelo,Gabriel Boschilia,Meio-campo,76,Derrota
6938,19/09/2020,Fortaleza,Fortaleza,Internacional,Internacional,Amarelo,Andrés D'Alessandro,Meio-campo,64,Derrota
6939,19/09/2020,Bragantino,Bragantino,Ceara,Bragantino,Amarelo,Luan Cândido,Zagueiro,88,Vitória
6939,19/09/2020,Bragantino,Bragantino,Ceara,Bragantino,Amarelo,Ricardo Ryller,Meio-campo,45+3,Vitória
6939,19/09/2020,Bragantino,Bragantino,Ceara,Ceara,Amarelo,Charles Rigon Matos,Meio-campo,90+3,Derrota
6939,19/09/2020,Bragantino,Bragantino,Ceara,Ceara,Amarelo,Luiz Otávio,Zagueiro,27,Derrota
6939,19/09/2020,Bragantino,Bragantino,Ceara,Bragantino,Amarelo,Lucas Evangelista,Meio-campo,52,Vitória
6939,19/09/2020,Bragantino,Bragantino,Ceara,Bragantino,Amarelo,Claudinho,Meio-campo,31,Vitória
6939,19/09/2020,Bragantino,Bragantino,Ceara,Ceara,Amarelo,Marthã,Meio-campo,45+4,Derrota
6940,19/09/2020,Atletico-MG,Atletico-GO,Atletico-MG,Atletico-GO,Amarelo,Renato Kayzer,Atacante,45+6,Derrota
6940,19/09/2020,Atletico-MG,Atletico-GO,Atletico-MG,Atletico-GO,Amarelo,Edson Felipe da Cruz,Meio-campo,85,Derrota
6941,20/09/2020,-,Gremio,Palmeiras,Gremio,Amarelo,Victor Ferraz,Zagueiro,22,Empate
6941,20/09/2020,-,Gremio,Palmeiras,Palmeiras,Amarelo,Felipe Melo,Zagueiro,49,Empate
6941,20/09/2020,-,Gremio,Palmeiras,Gremio,Amarelo,Alisson Euler de Freitas Castro,Meio-campo,90,Empate
6941,20/09/2020,-,Gremio,Palmeiras,Palmeiras,Amarelo,Matías Viña,Zagueiro,82,Empate
6941,20/09/2020,-,Gremio,Palmeiras,Palmeiras,Amarelo,Gabriel Menino,Meio-campo,14,Empate
6942,20/09/2020,Coritiba,Coritiba,Vasco,Coritiba,Amarelo,Martín Sarrafiore,Atacante,41,Vitória
6942,20/09/2020,Coritiba,Coritiba,Vasco,Vasco,Amarelo,Ygor Catatau,Meio-campo,34,Derrota
6942,20/09/2020,Coritiba,Coritiba,Vasco,Vasco,Amarelo,Yago Pikachu,Zagueiro,86,Derrota
6943,20/09/2020,-,Botafogo-RJ,Santos,Botafogo-RJ,Amarelo,Caio Alexandre,Meio-campo,43,Empate
6943,20/09/2020,-,Botafogo-RJ,Santos,Botafogo-RJ,Amarelo,Fernando Peixoto Costanza,Zagueiro,10,Empate
6943,20/09/2020,-,Botafogo-RJ,Santos,Santos,Amarelo,Carlos Andrés Sánchez,Meio-campo,11,Empate
6943,20/09/2020,-,Botafogo-RJ,Santos,Botafogo-RJ,Amarelo,Davi Machado dos Santos Araújo,Meio-campo,65,Empate
6943,20/09/2020,-,Botafogo-RJ,Santos,Botafogo-RJ,Amarelo,Gatito Fernández,Goleiro,40,Empate
6943,20/09/2020,-,Botafogo-RJ,Santos,Santos,Amarelo,Lucas Veríssimo,Zagueiro,90+3,Empate
6944,20/09/2020,Sport,Sport,Fluminense,Fluminense,Amarelo,André,Meio-campo,28,Derrota
6996,23/09/2020,Sport,Sport,Corinthians,Sport,Amarelo,Marcos Vinicius Serrato,Meio-campo,85,Vitória
6996,23/09/2020,Sport,Sport,Corinthians,Sport,Amarelo,Jonatan Gómez,Meio-campo,59,Vitória
6996,23/09/2020,Sport,Sport,Corinthians,Corinthians,Amarelo,Fagner,Zagueiro,84,Derrota
6996,23/09/2020,Sport,Sport,Corinthians,Corinthians,Amarelo,Danilo Avelar,Zagueiro,9,Derrota
6996,23/09/2020,Sport,Sport,Corinthians,Sport,Amarelo,Sander Henrique Bortolotto,Zagueiro,67,Vitória
6996,23/09/2020,Sport,Sport,Corinthians,Corinthians,Amarelo,Cássio Ramos,Goleiro,90+5,Derrota
6996,23/09/2020,Sport,Sport,Corinthians,Corinthians,Amarelo,Everaldo,Meio-campo,36,Derrota
6997,26/09/2020,Athletico-PR,Athletico-PR,Bahia,Athletico-PR,Amarelo,Thiago Heleno,Zagueiro,57,Vitória
6997,26/09/2020,Athletico-PR,Athletico-PR,Bahia,Athletico-PR,Amarelo,Erick Luis Conrado Carvalho,Meio-campo,26,Vitória
6997,26/09/2020,Athletico-PR,Athletico-PR,Bahia,Athletico-PR,Amarelo,Jaime Alvarado,Meio-campo,89,Vitória
6997,26/09/2020,Athletico-PR,Athletico-PR,Bahia,Athletico-PR,Amarelo,Jonathan Cícero Moreira,Zagueiro,53,Vitória
6997,26/09/2020,Athletico-PR,Athletico-PR,Bahia,Bahia,Amarelo,Saldanha,Atacante,40,Derrota
6998,26/09/2020,-,Internacional,Sao Paulo,Internacional,Amarelo,Heitor Rodrigues da Fonseca,Zagueiro,65,Empate
6998,26/09/2020,-,Internacional,Sao Paulo,Internacional,Vermelho,Zé Gabriel,Zagueiro,60,Empate
6998,26/09/2020,-,Internacional,Sao Paulo,Internacional,Amarelo,Abel Hernández,Atacante,58,Empate
6999,26/09/2020,Atletico-MG,Atletico-MG,Gremio,Atletico-MG,Amarelo,Jair Rodrigues Júnior,Meio-campo,65,Vitória
6999,26/09/2020,Atletico-MG,Atletico-MG,Gremio,Gremio,Amarelo,Luiz Fernando Moraes dos Santos,Atacante,79,Derrota
7000,27/09/2020,-,Vasco,Bragantino,Vasco,Amarelo,Bruno Gomes,Meio-campo,90+1,Empate
7000,27/09/2020,-,Vasco,Bragantino,Bragantino,Amarelo,Bruno Tubarão,Atacante,86,Empate
7000,27/09/2020,-,Vasco,Bragantino,Vasco,Amarelo,Guilherme Parede,Atacante,90,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,52,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Palmeiras,Amarelo,Gabriel Menino,Meio-campo,43,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Flamengo,Amarelo,Guilherme Bala,Meio-campo,45+2,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Palmeiras,Amarelo,José Rafael Vivian,Meio-campo,67,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Palmeiras,Amarelo,Felipe Melo,Zagueiro,45+3,Empate
7001,27/09/2020,-,Palmeiras,Flamengo,Flamengo,Amarelo,João Lucas de Almeida Carvalho,Zagueiro,66,Empate
7003,27/09/2020,-,Atletico-GO,Botafogo-RJ,Atletico-GO,Amarelo,Dudu,Zagueiro,89,Empate
7003,27/09/2020,-,Atletico-GO,Botafogo-RJ,Botafogo-RJ,Amarelo,Carlos Enrique Rentería,Meio-campo,64,Empate
7003,27/09/2020,-,Atletico-GO,Botafogo-RJ,Botafogo-RJ,Amarelo,Caio Alexandre,Meio-campo,25,Empate
